PATENTE;MOVIL Nº;CHASIS Nº;FECHA;MOTIVO;QUIEN INTERVINO
NXI188;12;8A1CB2U01EL256316;22/9/2025;Se le hizo cambio de bomba de agua y distribucion completa a los  235.807 km;JAVIER ACUÑA
AG445AI;99;8A1D23000RL746035;23/9/2025;Se le reemplazo las pastillas de frenos quedando operativo a los KM 137631.;JAVIER ACUÑA
AA909VM;16;93Y9SR5A6HJ634085;23/9/2025;Se le cambio la batería ya que la que tenía no servía más quedando operativo a los KM 120834.;JAVIER ACUÑA
AF333BW;61;8A15SRYE5PL235644;23/9/2025;Se lo dejó en el servís Renault para el servicio de los 90 mil KM.;JAVIER ACUÑA
AG278OZ;93;8A1D2300XRL750562;23/9/2025;Se le reemplazo ruleman y masa delantera lado derecho y Se le cambio las pastillas de frenos quedando operativo a los KM 129531.;JAVIER ACUÑA
AF333BV;60;8A1D23002PL234354;24/9/2025;Se le reemplazo ruleman y masa delantera de ambos lados y Se le cambio los amortiguadores delanteros quedando operativo a los KM 159665.;JAVIER ACUÑA
AF047UQ;42;8A1D23007NL017668;24/9/2025;Se le cambio la bateria quedando operativo a los km 177194.;JAVIER ACUÑA
AG196ZP;87;8A1D23009RL678592;29/9/2025;Se le reemplazo la batería ya que la que tenía no servía más quedando operativo a los KM 126044.;JAVIER ACUÑA
AF757AS;75;8A1D23004PL388029;29/9/2025;Se le acomodo paragolpe delantero, Se le colocó correa aire acondicionado quedando operativo a los KM 151697;JAVIER ACUÑA
AG012UV;80;8A1D23000PL613529;29/9/2025;Se le realizó rotación de ruedas y alineación y balanceo quedando operativo a los KM 47359.;JAVIER ACUÑA
AG059DH;83;8A1D23000RL637820;29/9/2025;Se le colocó 2 cubiertas nuevas delanteras quedando operativo a los KM 140220.;JAVIER ACUÑA
AG315HD;95;8A1D2300XRL750576;29/9/2025;Se le reemplazo ruleman y masa delantera lado izquierdo, Se le cambio los amortiguadores delanteros y Se le reemplazo las pastillas de frenos y Lámpara de alta y baja lado derecho quedando operativo a los KM 112878.;JAVIER ACUÑA
AF047UQ;42;8A1D23007NL017668;29/9/2025;Se reemplazo ruleman y masa delantera lado izquierdo y Se le retificaron campanas y cintas y se le cambio los cilindros frenos traseros quedando operativo a los KM 177410.;JAVIER ACUÑA
AF757AZ;77;8A1D23001PL387789;29/9/2025;Se le cambio lámpara de alta y baja lado derecho;JAVIER ACUÑA
AC515JI;22;8A1FC1315JL121998;29/9/2025;Se le realizó retificacion tapa de cilindro, Se le colocó distribución completa con bomba de agua, Se le reemplazo las pastillas de frenos, se le cambio homocinética delantera lado derecho, Se le reemplazo las bobinas de encendido y se le colocó 4 cubiertas nuevas quedando operativo a los KM 169250.;JAVIER ACUÑA
AF481PG;68;8A1D23009PL242158;29/9/2025;Se le cambio lámpara de alta y baja lado izquierdo.;JAVIER ACUÑA
AF481PH;69;8A1D23009PL269053;29/9/2025;Se le reemplazo ruleman y masa delantera lado derecho quedando operativo a los KM 164933.;JAVIER ACUÑA
AG126UB;84;8A1D23003RL643370;29/9/2025;Se le cambio lámpara de alta y baja lado derecho.;JAVIER ACUÑA
AF421HY;63;8A1D23008NL225249;1/10/2025;Se le reemplazo precap y extremo de dirección lado izquierdo quedando operativo a los KM 145556.;JAVIER ACUÑA
AF333BV;60;8A1D23002PL234354;2/10/2025;Se le reemplazo los espárragos rueda delantera lado derecho quedando operativo a los KM 170374.;JAVIER ACUÑA
AG126UE;86;8A1D23000RL643777;2/10/2025;Se le reemplazo ruleman y masa delantera lado derecho y Se le cambio tensor correa poly-V quedando operativo a los KM 106589.;JAVIER ACUÑA
AB934RE;19;8A1FC1315JL042622;4/10/2025;Se le realizó cambio de aceite y filtros y Se le reemplazo las 4 bujías quedando operativo a los KM 159234.;JAVIER ACUÑA
AF571RX;70;8A1D23008PL269156;4/10/2025;Se le reemplazo ruleman y masa delantera de ambos lados, Se le cambio las pastillas de frenos y Se le retificaron campanas y cintas frenos traseros quedando operativo a los KM 139862.;JAVIER ACUÑA
AB027KF;18;93Y9SR5A6HJ522171;6/10/2025; Se le realizó cambio de filtros y aceite quedando operativo a los KM 193186.;JAVIER ACUÑA
AF215FN;49;8A1D23009NL137231;6/10/2025;Se le reemplazo la batería ya que la que tenía no servía más quedando operativo a los KM 135004.;JAVIER ACUÑA
AF421HY;63;8A1D23008NL225249;6/10/2025;Se le reemplazo ruleman y masa delantera lado derecho y Se le cambio lámpara de alta y baja lado derecho quedando operativo a los KM 146482.;JAVIER ACUÑA
AG278OZ;93;8A1D2300XRL750562;6/10/2025;Se le reemplazo la batería ya que la que tenía no servía más quedando operativo a los KM 132747.;JAVIER ACUÑA
AF421HY;63;8A1D23008NL225249;13/10/2025;Se le reemplazo flexible de frenos delantero lado izquierdo quedando operativo a los 147506.;JAVIER ACUÑA
AF047UQ;42;8A1D23007NL017668;13/10/2025;Se le reemplazo los amortiguadores delanteros y Se le cambio las pastillas de frenos quedando operativo a los KM 178426.;JAVIER ACUÑA
AG315HD;95;8A1D2300XRL750576;13/10/2025;Se le cambio lámpara de alta y baja lado izquierdo y Lámpara trasera de posición y stop lado derecho.;JAVIER ACUÑA
AF857HF;78;8A1D23000PL387802;13/10/2025;Se le cambio ruleman y masa delantera lado derecho y Se le cambio las pastillas de frenos quedando operativo a los KM 188922.;JAVIER ACUÑA
AF608ZD;74;8A1D23009PL291540;13/10/2025;Se le reemplazo ruleman y masa delantera de ambos lados, Se le cambio los amortiguadores delanteros, Se le cambio las pastillas de frenos, Se le colocó calcos en capot , Se le reemplazo las butacas y Se le colocó 2 cubiertas nuevas delanteras quedando operativo a los KM 137262;JAVIER ACUÑA
AF481PG;68;8A1D23009PL242158;13/10/2025;Se le cambio lámpara de alta y baja lado derecho;JAVIER ACUÑA
AG445AJ;100;8A1D23007RL768484;13/10/2025; Se le agrego 3 litros de aceite quedando operativo a los KM 77627.;JAVIER ACUÑA
AF571RW;71;8A1D23002PL269167;13/10/2025;Se le reemplazo ruleman y masa delantera lado izquierdo quedando operativo a los KM 178938.;JAVIER ACUÑA
AG196ZP;87;8A1D23009RL678592;13/10/2025;Se le cambio lámpara de alta y baja lado derecho.;JAVIER ACUÑA
AF333BV;60;8A1D23002PL234354;13/10/2025;Se le reemplazo las pastillas de frenos y Se le reparo barral balisas quedando operativo ;JAVIER ACUÑA
AF174KK;48;8A1D23001NL135408;13/10/2025;Se le reemplazo ruleman y masa delantera lado izquierdo y Se le cambio Cardan del 4x4 quedando operativo a los KM 171250.;JAVIER ACUÑA
AF333BU;59;8A1D23002NL225375;13/10/2025;Se le reemplazó ruleman y masa delantera lado izquierdo y Se le cambio las pastillas de frenos quedando operativo a los KM 181089.;JAVIER ACUÑA
AF215FN;49;8A1D23009NL137231;13/10/2025;Se le reemplazo cremallera de dirección, Se le cambio la caja del 4x4 con los  Semiejes quedando operativo a los KM 135388.;JAVIER ACUÑA
AG196ZQ;88;8A1D2300XRL705024;15/10/2025;Se le reemplazo ruleman y masa delantera lado izquierdo quedando operativo a los KM 116134;JAVIER ACUÑA
AF542DA;64;8A1D23002PL242132;15/10/2025;Se le agrego 1 litro y medio de aceite quedando operativo a los KM 115254.;JAVIER ACUÑA
AG315HD;95;8A1D2300XRL750576;15/10/2025;Se le colocó 4 cubiertas nuevas quedando operativo a los KM 118279.;JAVIER ACUÑA
AF421HY;62;8A15SRYE5PL270935;15/10/2025;Se le cambio lámpara H7 lado derecho quedando operativo;JAVIER ACUÑA
AG278OZ;93;8A1D2300XRL750562;16/10/2025;Se le colocó 2 cubiertas nuevas delanteras quedando operativo a los KM 135481.;JAVIER ACUÑA
AG315HB;94;8A1D23003RL750581;16/10/2025;Se le cambio lámpara de Giro delantero lado derecho.;JAVIER ACUÑA
AF333BV;60;8A1D23002PL234354;16/10/2025;Se le agrego 2 litros de aceite a los KM 171204.;JAVIER ACUÑA
AG445AJ;100;8A1D23007RL768484;16/10/2025;Se le reemplazo la batería ya que la que tenía no servía más quedando operativo a los KM 79323.;JAVIER ACUÑA
AG126UE;86;8A1D23000RL643777;20/10/2025;Se le reemplazo ruleman y masa delantera lado izquierdo quedando operativo a los KM 108925.;JAVIER ACUÑA
AF333BW;61;8A15SRYE5PL235644;20/10/2025;Se le agrego 1 litro y medio de aceite quedando operativo.;JAVIER ACUÑA
AG059DH;83;8A1D23000RL637820;20/10/2025;Se le cambio lámpara de alta y baja lado izquierdo y Se le cambio lámpara de Giro delantera lado izquierdo. Quedando operativo.;JAVIER ACUÑA
AF215FN;49;8A1D23009NL137231;20/10/2025;Se le cambio la batería ya que la que tenía no servía más quedando operativo a los KM 135900.;
AA909VM;16;93Y9SR5A6HJ634085;20/10/2025;Se le agrego 1 litro de aceite quedando operativo.;
AG445AJ;100;8A1D23007RL768484;20/10/2025;Se le reemplazo la vieleta barra estabilizadora delantera lado derecho quedando operativo a los KM 79605.;
AF571RW;71;8A1D23002PL269167;20/10/2025;Se le cambio lámpara de alta y baja lado derecho.;
AF757AS;74;8A1D23009PL291540;22/10/2025;Se le reemplazo ruleman y masa delantera lado derecho, Se le cambio bujes parrillas suspensión delantera lado derecho y Se le cambio las pastillas de frenos quedando operativo a los KM 156255.;
AF452DA;64;8A1D23002PL242132;22/10/2025;Se le cambio la batería ya que la que tenía no servía más quedando operativo a los KM 116578.;
AF333BV;60;8A1D23002PL234354;22/10/2025;Se le reemplazo el alternador y Se le cambio la batería ya que la que tenía no servía más quedando operativo a los KM 171242.;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
